 2022-10-20 19:11:12,802 - Key.ctrl_l
 2022-10-20 19:11:12,819 - Key.ctrl_l
 2022-10-20 19:11:12,850 - Key.ctrl_l
 2022-10-20 19:11:12,885 - Key.ctrl_l
 2022-10-20 19:11:12,912 - Key.ctrl_l
 2022-10-20 19:11:12,952 - Key.ctrl_l
 2022-10-20 19:11:12,968 - Key.ctrl_l
 2022-10-20 19:11:13,010 - Key.ctrl_l
 2022-10-20 19:11:13,034 - Key.ctrl_l
 2022-10-20 19:11:13,044 - '\x03'
 2022-10-20 19:11:16,267 - Key.ctrl_l
 2022-10-20 19:11:16,595 - '\x16'
 2022-10-20 19:11:17,700 - Key.enter
 2022-10-20 19:11:19,789 - Key.ctrl_l
 2022-10-20 19:11:20,151 - '\x16'
 2022-10-20 19:11:21,127 - Key.left
 2022-10-20 19:11:21,615 - Key.left
 2022-10-20 19:11:21,644 - Key.left
 2022-10-20 19:11:21,675 - Key.left
 2022-10-20 19:11:21,704 - Key.left
 2022-10-20 19:11:21,733 - Key.left
 2022-10-20 19:11:21,763 - Key.left
 2022-10-20 19:11:21,792 - Key.left
 2022-10-20 19:11:21,823 - Key.left
 2022-10-20 19:11:21,853 - Key.left
 2022-10-20 19:11:21,882 - Key.left
 2022-10-20 19:11:21,912 - Key.left
 2022-10-20 19:11:21,941 - Key.left
 2022-10-20 19:11:21,971 - Key.left
 2022-10-20 19:11:22,001 - Key.left
 2022-10-20 19:11:22,031 - Key.left
 2022-10-20 19:11:22,060 - Key.left
 2022-10-20 19:11:22,090 - Key.left
 2022-10-20 19:11:22,556 - Key.left
 2022-10-20 19:11:23,047 - Key.left
 2022-10-20 19:11:24,199 - Key.right
 2022-10-20 19:11:24,433 - Key.right
 2022-10-20 19:11:25,255 - Key.right
 2022-10-20 19:11:25,744 - Key.right
 2022-10-20 19:11:25,774 - Key.right
 2022-10-20 19:11:25,803 - Key.right
 2022-10-20 19:11:25,834 - Key.right
 2022-10-20 19:11:25,863 - Key.right
 2022-10-20 19:11:25,893 - Key.right
 2022-10-20 19:11:25,923 - Key.right
 2022-10-20 19:11:25,952 - Key.right
 2022-10-20 19:11:25,982 - Key.right
 2022-10-20 19:11:26,011 - Key.right
 2022-10-20 19:11:26,040 - Key.right
 2022-10-20 19:11:26,071 - Key.right
 2022-10-20 19:11:26,101 - Key.right
 2022-10-20 19:11:26,129 - Key.right
 2022-10-20 19:11:26,160 - Key.right
 2022-10-20 19:11:26,655 - Key.right
 2022-10-20 19:11:27,323 - Key.left
 2022-10-20 19:11:27,539 - Key.left
 2022-10-20 19:11:28,953 - Key.backspace
 2022-10-20 19:11:29,121 - Key.backspace
 2022-10-20 19:11:29,348 - Key.backspace
 2022-10-20 19:11:29,601 - Key.backspace
 2022-10-20 19:11:29,937 - Key.backspace
 2022-10-20 19:11:30,217 - Key.backspace
 2022-10-20 19:11:30,328 - Key.backspace
 2022-10-20 19:11:30,475 - Key.backspace
 2022-10-20 19:11:30,569 - Key.backspace
 2022-10-20 19:11:31,353 - Key.shift
 2022-10-20 19:11:31,754 - 'K'
 2022-10-20 19:11:32,148 - 'e'
 2022-10-20 19:11:32,329 - 'y'
 2022-10-20 19:11:32,908 - Key.shift
 2022-10-20 19:11:33,118 - 'L'
 2022-10-20 19:11:33,351 - 'o'
 2022-10-20 19:11:33,689 - 'g'
 2022-10-20 19:11:33,826 - 'g'
 2022-10-20 19:11:34,065 - 'e'
 2022-10-20 19:11:34,189 - 'r'
 2022-10-20 19:11:34,979 - Key.enter
 2022-10-20 19:11:38,149 - Key.backspace
 2022-10-20 19:11:38,968 - Key.ctrl_l
 2022-10-20 19:11:39,170 - '\x16'
 2022-10-20 19:11:40,004 - Key.left
 2022-10-20 19:11:40,494 - Key.left
 2022-10-20 19:11:40,524 - Key.left
 2022-10-20 19:11:40,552 - Key.left
 2022-10-20 19:11:40,582 - Key.left
 2022-10-20 19:11:40,612 - Key.left
 2022-10-20 19:11:40,643 - Key.left
 2022-10-20 19:11:40,672 - Key.left
 2022-10-20 19:11:40,702 - Key.left
 2022-10-20 19:11:40,732 - Key.left
 2022-10-20 19:11:40,762 - Key.left
 2022-10-20 19:11:40,791 - Key.left
 2022-10-20 19:11:40,820 - Key.left
 2022-10-20 19:11:40,851 - Key.left
 2022-10-20 19:11:40,880 - Key.left
 2022-10-20 19:11:40,909 - Key.left
 2022-10-20 19:11:40,938 - Key.left
 2022-10-20 19:11:40,969 - Key.left
 2022-10-20 19:11:40,999 - Key.left
 2022-10-20 19:11:41,029 - Key.left
 2022-10-20 19:11:41,068 - Key.left
 2022-10-20 19:11:41,088 - Key.left
 2022-10-20 19:11:41,118 - Key.left
 2022-10-20 19:11:41,149 - Key.left
 2022-10-20 19:11:41,176 - Key.left
 2022-10-20 19:11:41,971 - Key.backspace
 2022-10-20 19:11:42,877 - Key.enter
 2022-10-20 19:11:52,864 - 'd'
 2022-10-20 19:11:53,247 - 'd'
 2022-10-20 19:11:53,366 - 'f'
 2022-10-20 19:11:53,470 - 'g'
 2022-10-20 19:11:53,633 - 'h'
 2022-10-20 19:11:53,831 - 'j'
 2022-10-20 19:11:54,543 - 'v'
 2022-10-20 19:11:54,790 - 'b'
 2022-10-20 19:11:54,956 - 'n'
 2022-10-20 19:11:59,962 - Key.enter
 2022-10-20 19:13:14,149 - Key.ctrl_l
 2022-10-20 19:13:14,433 - '\x03'
 2022-10-20 19:13:27,551 - Key.ctrl_l
 2022-10-20 19:13:27,839 - '\x03'
 2022-10-20 19:13:57,328 - Key.ctrl_l
 2022-10-20 19:13:57,594 - '\x03'
 2022-10-20 19:14:00,698 - Key.ctrl_l
 2022-10-20 19:14:01,186 - Key.ctrl_l
 2022-10-20 19:14:01,216 - Key.ctrl_l
 2022-10-20 19:14:01,246 - Key.ctrl_l
 2022-10-20 19:14:01,275 - Key.ctrl_l
 2022-10-20 19:14:01,305 - Key.ctrl_l
 2022-10-20 19:14:01,334 - Key.ctrl_l
 2022-10-20 19:14:01,364 - '\x16'
 2022-10-20 19:14:01,933 - Key.ctrl_l
 2022-10-20 19:14:02,222 - Key.shift
 2022-10-20 19:14:02,400 - '\x16'
 2022-10-20 19:14:03,927 - Key.ctrl_l
 2022-10-20 19:14:04,123 - '\x16'
 2022-10-20 19:14:04,733 - Key.ctrl_l
 2022-10-20 19:14:04,958 - Key.shift
 2022-10-20 19:14:05,343 - '\x16'
 2022-10-20 19:14:08,594 - 'g'
 2022-10-20 19:14:08,912 - 'i'
 2022-10-20 19:14:09,192 - 't'
 2022-10-20 19:14:09,574 - Key.space
 2022-10-20 19:14:09,911 - 'i'
 2022-10-20 19:14:10,149 - 'n'
 2022-10-20 19:14:10,380 - 'i'
 2022-10-20 19:14:10,648 - 't'
 2022-10-20 19:14:11,259 - Key.enter
 2022-10-20 19:14:27,066 - Key.ctrl_l
 2022-10-20 19:14:27,335 - '\x03'
 2022-10-20 19:14:36,352 - Key.ctrl_l
 2022-10-20 19:14:36,559 - '\x16'
